Cruise,Cruise_ID_2,Month_local,Year_local,class,d_1m,d_7m,d_15m,d_25m,d_35m,d_55m,d_75m,d_100m,Total_sum
178,CAR-178,3,2011,Coccolithophyceae,0.22,0.18,0.2,0.12,0.12,0.060000000000000005,0,0.02,0.9000000000000001
178,CAR-178,3,2011,Dinophyceae,0.12,0.11,0.15000000000000002,0.09000000000000001,0.01,0,0,0,0.48
179,CAR-179,4,2011,Bacillariophyceae,0.56,1.8800000000000001,0.26,0.14,0,0.54,0.5800000000000001,0.06,3.419999999999998
179,CAR-179,4,2011,Coccolithophyceae,0.05,0.07,0.06,0.08,0,0.02,0.02,0,0.28
179,CAR-179,4,2011,Dinophyceae,0.6000000000000001,0.08,0.13,0.08,0,0.01,0.04,0,0.9000000000000001
180,CAR-180,5,2011,Bacillariophyceae,0.07999999999999999,86.41000000000001,0.32,3.62,196.51,62.01,0.09,0,348.95
180,CAR-180,5,2011,Coccolithophyceae,0.79,0.23000000000000004,0.28,0.21000000000000002,0.10999999999999999,0.03,0.05,0,1.65
180,CAR-180,5,2011,Dinophyceae,0.09,0.13,0.11999999999999998,0.1,0.04,0.01,0,0,0.4900000000000002
181,CAR-181,6,2011,Bacillariophyceae,0.11,0.060000000000000005,0.38,0.14,0,0.1,0.01,0,0.79
181,CAR-181,6,2011,Coccolithophyceae,0.2,0.19,0.05,0.03,0.01,0.09,0.05,0.03,0.5700000000000001
181,CAR-181,6,2011,Dinophyceae,0.14,0.14999999999999997,0.16,0.05,0.08,0,0,0,0.5800000000000003
182,CAR-182,7,2011,Bacillariophyceae,1.9700000000000002,0.23,0.12000000000000001,0,0.11,0,0,0,2.43
182,CAR-182,7,2011,Coccolithophyceae,0.05,0.26,0.05,0.06999999999999999,0.04,0.02,0,0,0.49000000000000005
182,CAR-182,7,2011,Dinophyceae,0.03,0.04,0.05,0,0.01,0.02,0,0,0.15
183,CAR-183,8,2011,Bacillariophyceae,0.6100000000000001,0.1,0.04,0,0.04,0.04,0,0,0.8300000000000002
183,CAR-183,8,2011,Coccolithophyceae,0.08,0.18,0.23,0.22,0.02,0.04,0.02,0.04,0.77
183,CAR-183,8,2011,Dinophyceae,0.09,0.14,0.05,0.08,0.07999999999999999,0.03,0.01,0,0.4700000000000001
184,CAR-184,9,2011,Bacillariophyceae,0.02,0.02,0.05,0.09000000000000001,0.30999999999999994,0.16999999999999998,0,0,0.66
184,CAR-184,9,2011,Coccolithophyceae,0.1,0.060000000000000005,0.03,0.1,0.09999999999999999,0.23,0.01,0.03,0.62
184,CAR-184,9,2011,Dinophyceae,0.08999999999999998,0.08,0.09,0.03,0.02,0.02,0,0.01,0.33
185,CAR-185,10,2011,Bacillariophyceae,0.5700000000000001,0.64,0.6700000000000002,0.02,0.54,0.05,0.01,0,2.4899999999999998
185,CAR-185,10,2011,Coccolithophyceae,0.39,0.19,0.48,0.18000000000000002,0.31,0.08,0,0,1.6300000000000001
185,CAR-185,10,2011,Dinophyceae,0.04,0.05,0.15999999999999998,0.01,0.13999999999999999,0,0.01,0,0.39999999999999997
186,CAR-186,11,2011,Bacillariophyceae,0.37000000000000005,0.43999999999999995,0.7100000000000002,0.06999999999999999,0.060000000000000005,0.45000000000000007,0.28,0,2.1
186,CAR-186,11,2011,Coccolithophyceae,0.12,0.17,0.01,0.08,0.07,0,0.03,0,0.45
186,CAR-186,11,2011,Dinophyceae,0.08,0.04,0.1,0.07999999999999999,0.02,0,0.01,0,0.32000000000000006
187,CAR-187,1,2012,Bacillariophyceae,162.4,376.05999999999995,124.73999999999998,173.57999999999998,0.17999999999999997,0.11,0.15000000000000002,0.11000000000000001,837.09
187,CAR-187,1,2012,Coccolithophyceae,2.4,3.3,1.98,2.64,0.05,0.04,0.03,0.01,10.41
187,CAR-187,1,2012,Dinophyceae,1.6,1.98,3.3000000000000003,1.32,0.03,0,0,0,8.23
188,CAR-188,2,2012,Bacillariophyceae,100.4,52.4,37.19999999999999,51.599999999999994,1.11,1.08,2.01,0.02,243.79000000000002
188,CAR-188,2,2012,Coccolithophyceae,1.2,0.4,1.2,0.8,0.02,0,0,0,3.62
188,CAR-188,2,2012,Dinophyceae,1.2000000000000002,1.2000000000000002,1.2000000000000002,1.2000000000000002,0.04,0.01,0,0.01,4.85
189,CAR-189,3,2012,Bacillariophyceae,733.8200000000002,474.84,255.33000000000004,233.5,0.6500000000000001,0.33,0.18,0.06,1698.6099999999997
189,CAR-189,3,2012,Coccolithophyceae,16.46,36.66,76.01,22,0.03,0,0,0,151.2
189,CAR-189,3,2012,Dinophyceae,0.66,0,0.02,1,0.04,0.04,0,0.01,1.7600000000000002
190,CAR-190,4,2012,Bacillariophyceae,103.89999999999999,49.60000000000001,1.03,0.36000000000000004,0.68,0.16,0,0,155.73
190,CAR-190,4,2012,Coccolithophyceae,36.4,25.8,0.09,0.02,0.02,0.05,0.01,0,62.38
190,CAR-190,4,2012,Dinophyceae,0.21000000000000002,8,0.25,0.04,0.04,0.01,0.04,0,8.549999999999997
191,CAR-191,5,2012,Bacillariophyceae,0.78,0.47000000000000003,0.54,1.1500000000000001,0.06999999999999999,0.05,0.14,0,3.0599999999999996
191,CAR-191,5,2012,Coccolithophyceae,0.06999999999999999,0.01,0.03,0.06,0.01,0.01,0,0,0.19000000000000003
191,CAR-191,5,2012,Dinophyceae,0.06,0.02,0.05,0.02,0.03,0.01,0,0.01,0.19000000000000003
193,CAR-193,7,2012,Bacillariophyceae,0.22,0.13,0.06999999999999999,0.05,0.01,0.01,0,0,0.49
193,CAR-193,7,2012,Coccolithophyceae,0.22000000000000003,0.11,0.12,0.05,0.04,0.04,0.01,0.03,0.5800000000000001
193,CAR-193,7,2012,Dinophyceae,0.03,0.060000000000000005,0.060000000000000005,0.02,0.01,0.01,0,0,0.19
194,CAR-194,8,2012,Bacillariophyceae,0.13,0.09999999999999999,0.41000000000000003,0.17,0.16999999999999998,0.05,0.01,0.01,1.03
194,CAR-194,8,2012,Coccolithophyceae,0,0.03,0.05,0.16,0.13,0.03,0.04,0,0.4
194,CAR-194,8,2012,Dinophyceae,0.03,0.060000000000000005,0,0.04,0.03,0,0,0,0.15999999999999998
195,CAR-195,9,2012,Bacillariophyceae,0.13,0.13,0.04,0.21000000000000002,0.09,0.34,0.09000000000000001,0.01,0.94
195,CAR-195,9,2012,Coccolithophyceae,0.53,0.89,0.41,0.04,0.13,0.05,0.05,0.07,2.0499999999999994
195,CAR-195,9,2012,Dinophyceae,0.09999999999999999,0.08,0.04,0.09,0.13999999999999999,0.08,0.03,0,0.53
196,CAR-196,10,2012,Bacillariophyceae,0.12,0.12,0.49000000000000005,0.5800000000000001,0.26999999999999996,0.08999999999999998,0.08,0.21,1.6700000000000004
196,CAR-196,10,2012,Coccolithophyceae,0,0.28,0.13,0.49,0.6200000000000001,0.19,0.08,0.02,1.7100000000000002
196,CAR-196,10,2012,Dinophyceae,0.01,0.02,0.05,0,0.03,0,0,0,0.10999999999999999
197,CAR-197,11,2012,Bacillariophyceae,0.1,0.09,0.15000000000000002,0.09999999999999998,0.05,0.26,0.06,0.01,0.7500000000000001
197,CAR-197,11,2012,Coccolithophyceae,0.2,0.07,0.27,0.12,0.05,0.10999999999999999,0.060000000000000005,0.01,0.8200000000000001
197,CAR-197,11,2012,Dinophyceae,0.03,0,0.05,0.01,0.02,0.04,0.01,0,0.15
198,CAR-198,12,2012,Bacillariophyceae,0.1,0.09,0.16,0.060000000000000005,0.03,0.05,0.01,0,0.49
198,CAR-198,12,2012,Coccolithophyceae,0.34,0.24,0.26,0.27,0.51,0.05,0.06,0.02,1.6700000000000002
198,CAR-198,12,2012,Dinophyceae,0.05,0.07999999999999999,0.02,0.04,0.02,0,0.01,0,0.21000000000000002
199,CAR-199,3,2013,Bacillariophyceae,1.3600000000000003,0.9200000000000004,0.22999999999999998,0.37000000000000005,0.13,0.02,0.01,0,3.0300000000000002
199,CAR-199,3,2013,Coccolithophyceae,0.13,0.23,0.28,0.68,0.09,0.060000000000000005,0.03,0.01,1.4700000000000002
199,CAR-199,3,2013,Dinophyceae,0.10999999999999999,0.07,0.44000000000000006,0.19000000000000003,0,0,0,0.01,0.81
200,CAR-200,4,2013,Bacillariophyceae,264.8,315,195.35999999999996,170.92000000000002,63.2,0.54,0.16999999999999998,0.05,1009.8999999999999
200,CAR-200,4,2013,Coccolithophyceae,22.400000000000002,9.239999999999998,6.6000000000000005,10.92,5.2,0.05,0.03,0.02,54.41
200,CAR-200,4,2013,Dinophyceae,2.4,3.9600000000000004,1.98,1.6800000000000002,0,0.02,0.01,0,10.04
201,CAR-201,5,2013,Bacillariophyceae,0.8099999999999999,0.16,332.79999999999995,0.33,0.32,0.07,0.61,0,334.49
201,CAR-201,5,2013,Coccolithophyceae,0.07,0,20.8,0.03,0.05,0.05,0.06,0.03,21.000000000000004
201,CAR-201,5,2013,Dinophyceae,0.11000000000000001,0.07999999999999999,52.00000000000001,0.03,0.01,0.01,0.01,0.03,52.24000000000001
202,CAR-202,6,2013,Bacillariophyceae,0.15999999999999998,0.31,0.55,0.02,0.12000000000000001,0.01,0.07,0.01,1.1700000000000002
202,CAR-202,6,2013,Coccolithophyceae,0.12,0.09,0.06,0.03,0.02,0.08,0.02,0,0.39999999999999997
202,CAR-202,6,2013,Dinophyceae,0.05,0.02,0.06,0.03,0.03,0,0,0.01,0.19000000000000003
203,CAR-203,7,2013,Bacillariophyceae,0.09999999999999999,0.08,0.44000000000000006,0.09,2.499999999999999,0.9500000000000002,0.16,0.03,4.159999999999999
203,CAR-203,7,2013,Coccolithophyceae,0.08,0.12,0.14,0.03,0.07999999999999999,0.03,0.04,0.05,0.48
203,CAR-203,7,2013,Dinophyceae,0.03,0.060000000000000005,0.05,0.02,0.05,0,0.01,0,0.21000000000000005
204,CAR-204,8,2013,Bacillariophyceae,0,0,0,0,0.01,0,0.02,0,0.01
204,CAR-204,8,2013,Coccolithophyceae,0,0,0,0,0,0,0,0,0
204,CAR-204,8,2013,Dinophyceae,0.03,0,0.060000000000000005,0.05,0.01,0.01,0,0,0.16000000000000003
205,CAR-205,9,2013,Bacillariophyceae,0.07,0.01,0.03,0,0.02,0,0.47,0,0.13
205,CAR-205,9,2013,Coccolithophyceae,0.01,0.03,0.01,0.02,0.01,0,0,0,0.08
205,CAR-205,9,2013,Dinophyceae,0.04,0.06,0.03,0.03,0.04,0.04,0.01,0,0.24
206,CAR-206,10,2013,Bacillariophyceae,1.02,0.02,0.01,0.64,0,0.01,0,0,1.7000000000000002
206,CAR-206,10,2013,Coccolithophyceae,0,0,0.02,0.01,0,0.02,0.03,0,0.05
206,CAR-206,10,2013,Dinophyceae,0.05,0.06999999999999999,0.03,0.03,0,0,0,0,0.18000000000000002
207,CAR-207,11,2013,Bacillariophyceae,0.06999999999999999,0.1,0.04,0.17000000000000004,0.13,0,0,0,0.51
207,CAR-207,11,2013,Coccolithophyceae,0.38,0.09999999999999999,0.07999999999999999,0.09,0.01,0,0.05,0.01,0.66
207,CAR-207,11,2013,Dinophyceae,0.02,0.11,0.08,0.06,0.02,0,0,0,0.29
208,CAR-208,12,2013,Bacillariophyceae,0.03,0.07,0.02,0,0,0.02,0,0,0.14
208,CAR-208,12,2013,Coccolithophyceae,0.28,0.78,0.25,0.09,0.03,0.04,0.03,0,1.47
208,CAR-208,12,2013,Dinophyceae,0.01,0.03,0.01,0.01,0,0.01,0,0,0.07
209,CAR-209,1,2014,Bacillariophyceae,18.08,141.6,108,0.060000000000000005,0.06999999999999999,0.01,0.03,0.04,267.82
209,CAR-209,1,2014,Coccolithophyceae,2.2,38.39999999999999,28,0.15000000000000002,0,0.05,0.06,0.01,68.80000000000001
209,CAR-209,1,2014,Dinophyceae,1.0000000000000002,6.3999999999999995,0.8,0.02,0.01,0,0.01,0,8.229999999999999
210,CAR-210,2,2014,Bacillariophyceae,233.79999999999995,260,105.60000000000001,1.0500000000000003,0.01,0,0.02,0,600.4599999999998
210,CAR-210,2,2014,Coccolithophyceae,23.6,21.2,22.400000000000002,0.29,0,0,0.01,0.02,67.49000000000001
210,CAR-210,2,2014,Dinophyceae,5.2,6.400000000000001,5.200000000000001,0.5900000000000002,0.01,0.03,0,0,17.429999999999996
211,CAR-211,4,2014,Bacillariophyceae,0.6700000000000002,37.6,0.34,27.599999999999994,0.5499999999999999,0.21,0.12,0,66.96999999999998
211,CAR-211,4,2014,Coccolithophyceae,0.5,14.8,0.5800000000000001,11.200000000000001,0.06,0.01,0.01,0.02,27.15
211,CAR-211,4,2014,Dinophyceae,0.46,12,0.9700000000000001,85.4,0.03,0.01,0.01,0,98.87000000000003
212,CAR-212,5,2014,Bacillariophyceae,1.8899999999999997,1.1400000000000001,1.012,14.506,0.383,0,0,0,18.969
212,CAR-212,5,2014,Coccolithophyceae,20.91,19.91,24.52,44.06,2.554,0,0,0,112.01299999999999
212,CAR-212,5,2014,Dinophyceae,1.5100000000000002,4.95,7.665000000000001,16.705000000000002,0.128,0.128,0,0,31.146000000000004
213,CAR-213,6,2014,Bacillariophyceae,66.67999999999999,213.05,279.774,99.76400000000001,0,2.941,0.896,0,662.328
213,CAR-213,6,2014,Coccolithophyceae,15.540000000000001,36.730000000000004,52.353,3.066,0,0,3.066,0,107.786
213,CAR-213,6,2014,Dinophyceae,0.61,3.5100000000000002,4.15,1.661,0,0.128,0,0.384,10.089
214,CAR-214,9,2014,Bacillariophyceae,0.89,3.44,1.976,4.096,6.272,22.995,5.114,1.002,39.691
214,CAR-214,9,2014,Coccolithophyceae,9.7,18.67,28.470000000000002,6.132,26.064,18.527,25.494999999999997,5.748,107.69000000000001
214,CAR-214,9,2014,Dinophyceae,0.36,0.36,0.368,1.789,12.276,0.128,0,124.752,15.328999999999997
215,CAR-215,10,2014,Bacillariophyceae,1.52,0,0,0,0,28.128,0.256,0,29.66
215,CAR-215,10,2014,Coccolithophyceae,29.1,0,9.198,0,15.33,18.011,7.665,11.493,71.666
215,CAR-215,10,2014,Dinophyceae,1.81,0,0.128,0,0,1.384,0,0,3.331
216,CAR-216,11,2014,Bacillariophyceae,0.12,0.76,0,0,0,0.128,1.916,0,1.024
216,CAR-216,11,2014,Coccolithophyceae,5.36,15.3,18.39,9.198,6.132,4.727,0,3.066,59.148
216,CAR-216,11,2014,Dinophyceae,2.15,3.3000000000000003,0.512,0.128,1.9169999999999998,0,0,0,8.052
217,CAR-217,12,2014,Bacillariophyceae,15.2,7.91,9.472000000000001,3.698,273.71,0.896,0,0.896,310.944
217,CAR-217,12,2014,Coccolithophyceae,0,49.12,1.533,3.066,7.665,0.128,0,0,61.576
217,CAR-217,12,2014,Dinophyceae,1.9000000000000004,3.6700000000000004,0.256,0.128,0.128,0.128,0,0,6.266000000000001
218,CAR-218,2,2015,Bacillariophyceae,23.59,4.08,0,6.138,0,0.128,3.8400000000000003,0.512,33.997
218,CAR-218,2,2015,Coccolithophyceae,16,16.8,0,81.24,29.126,6.388,0,0,149.714
218,CAR-218,2,2015,Dinophyceae,4.17,2.25,0,5.495,0.256,0.128,0.128,3.066,12.398
219,CAR-219,3,2015,Bacillariophyceae,34.24,49.04999999999999,8.448,23.978000000000005,42.586,4.252,1.44,0,162.79399999999998
219,CAR-219,3,2015,Coccolithophyceae,46.16,8.24,22.99,17.337999999999997,4.599,1.533,0.16,0,100.951
219,CAR-219,3,2015,Dinophyceae,1.87,4.0200000000000005,1.408,3.456,0.9600000000000001,0.512,1.6929999999999998,3.066,12.279000000000002
220,CAR-220,4,2015,Bacillariophyceae,2.79,6.43,5.632000000000001,0.064,0.064,0,0,0.896,15.034000000000002
220,CAR-220,4,2015,Coccolithophyceae,7.66,1.9100000000000001,24.52,1.948,2.2995,0,0,1.533,38.35695
220,CAR-220,4,2015,Dinophyceae,0.49,0.97,1.408,0.8940000000000001,3.258,0,0,2.6825,7.063750000000001
221,CAR-221,7,2015,Bacillariophyceae,0,0.12,0.41000000000000003,0,18.4285,0.064,0.064,0,19.032
221,CAR-221,7,2015,Coccolithophyceae,0.76,1.53,15.388,0,10.731,16.863,0.7665,0,45.29
221,CAR-221,7,2015,Dinophyceae,0.12,0,1.3,1.658,8.5595,1.661,15.3295,0,13.307000000000002
222,CAR-222,8,2015,Bacillariophyceae,0,0.12,0,0,18.6205,0.064,2.3635,0,18.813000000000002
222,CAR-222,8,2015,Coccolithophyceae,0.76,1.53,15.388,0,10.731,16.863,0.7665,0,45.29
222,CAR-222,8,2015,Dinophyceae,0.12,0,1.3,0,8.6235,1.661,13.03,0,11.713000000000003
223,CAR-223,9,2015,Bacillariophyceae,0.06,0.12,0.9590000000000001,0,18.6205,0.064,0.064,0,19.836000000000002
223,CAR-223,9,2015,Coccolithophyceae,0.76,2.29,30.787,0,10.731,16.863,0.7665,0,61.453
223,CAR-223,9,2015,Dinophyceae,0.12,0,4.5169999999999995,0.064,14.9475,1.661,13.03,0,21.317500000000003
224,CAR-224,11,2015,Bacillariophyceae,0,1.58,0.192,0,1.533,0,0,0,3.311
224,CAR-224,11,2015,Coccolithophyceae,0.76,1.53,768.764,2.299,0.7665,0,0,0,774.2295
224,CAR-224,11,2015,Dinophyceae,0.06,1.82,0.958,0.256,0.064,0,0.7665,0,3.1944999999999997
225,CAR-225,12,2015,Bacillariophyceae,0.12,1404.12,0.128,0.064,0.8305,2.048,0,0,1407.3265000000001
225,CAR-225,12,2015,Coccolithophyceae,9.19,3.06,31.42,3.832,3.8325,0.064,4.599,1.533,51.4195
225,CAR-225,12,2015,Dinophyceae,0.12,0.36,1.086,0.9580000000000002,0.192,0,0.7665,0.256,2.749
226,CAR-226,1,2016,Bacillariophyceae,3.6900000000000004,52.059999999999995,13.323,32.989,1.533,0,0,0.064,103.77699999999999
226,CAR-226,1,2016,Coccolithophyceae,6.880000000000001,29.76,26.060000000000002,773.8280000000001,2.2355,9.1485,0,0,848.124
226,CAR-226,1,2016,Dinophyceae,2.9400000000000004,7.050000000000001,1.0400000000000003,0.256,3.831,0.7665,0,0,16.0515
227,CAR-227,2,2016,Bacillariophyceae,2.0600000000000005,3.6799999999999997,5.271,69.94000000000001,0,1.6925,0,0,82.73999999999995
227,CAR-227,2,2016,Coccolithophyceae,7.66,4.78,6.132,0,7.665,0,0,0,26.254
227,CAR-227,2,2016,Dinophyceae,5.45,1.4700000000000002,1.44,1.92,3.162,0.8145,0,0,14.3625
228,CAR-228,5,2016,Bacillariophyceae,0.07,0,0.01,0.01,0,0,0,0,0.09
228,CAR-228,5,2016,Coccolithophyceae,0.06999999999999999,0.01,0.01,0.01,0.04,0,0.01,0.01,0.14
228,CAR-228,5,2016,Dinophyceae,0.07,0,0.04,0,0.09,0,0.01,0,0.2
229,CAR-229,6,2016,Bacillariophyceae,0.41000000000000003,0.01,0.01,0.006,0,0,NA,NA,0.4382275
229,CAR-229,6,2016,Coccolithophyceae,0.03,0.01,0.08,0,0.19,0.02,NA,NA,0.32999999999999996
229,CAR-229,6,2016,Dinophyceae,0.49000000000000005,0.05,0.06,0.073,0.07,0,NA,NA,0.7448025000000001
230,CAR-230,9,2016,Bacillariophyceae,0,0.01,0,0,0,0.04,0.01,0.02,0.05
230,CAR-230,9,2016,Coccolithophyceae,0.26,0.12,0.07,0.11,0.09,0.05,0.03,0.07,0.7000000000000001
230,CAR-230,9,2016,Dinophyceae,0.05,0.13,0.12000000000000001,0.11,0.05,0.13,0.02,0.01,0.59
231,CAR-231,12,2016,Bacillariophyceae,289.84999999999997,50.41999999999999,137.66,73.91999999999999,22.11,0.48000000000000004,0.14,0.04,575.11
231,CAR-231,12,2016,Coccolithophyceae,0.17,9.57,4.62,4.95,1.65,0.060000000000000005,0.01,0.02,21.02
231,CAR-231,12,2016,Dinophyceae,0.16999999999999998,2.97,0.66,2.31,2.97,0.01,0,0,9.09
232,CAR-232,1,2017,Bacillariophyceae,38.93999999999999,44.879999999999995,76.85999999999999,120.45,34.65,0.17999999999999997,0.02,0.03,315.96
232,CAR-232,1,2017,Coccolithophyceae,0.33,0.99,0.99,0,0.33,0.06,0.03,0.01,2.7
232,CAR-232,1,2017,Dinophyceae,3.3000000000000003,4.29,1.32,11.549999999999999,0.66,0.03,0.02,0,21.15
